date,watch_time_minutes,views,average_view_duration,average_percentage_viewed (%),subscribers,video_thumbnail_impressions,video_thumbnail_impressions_ctr (%),estimated_unique_viewers,subscribers_gained,likes,shares,comments,card_clicks,cards_shown,clicks_per_card_shown (%),card_teaser_clicks,card_teasers_shown,clicks_per_card_teaser_shown (%),end_screen_element_clicks,end_screen_elements_shown,clicks_per_end_screen_element_shown (%)
7/1/2019,198.5294,82,2.4211,39.2,2,1026,4.78,65,2,3,0,0,0,0,,0,6,0,1,52,1.92
7/2/2019,236.8253,85,2.7862,43.8,2,903,6.09,64,2,1,0,0,0,0,,0,7,0,1,69,1.45
7/3/2019,159.5297,69,2.312,33.87,3,680,7.65,54,3,2,0,0,0,0,,0,1,0,2,38,5.26
7/4/2019,127.0241,60,2.1171,34.52,2,626,5.91,52,2,1,0,0,0,0,,0,2,0,0,48,0
7/5/2019,237.708,86,2.764,27.9,5,1249,4.88,60,6,7,1,0,0,0,,0,5,0,2,50,4
7/6/2019,237.322,81,2.9299,34.9,3,774,6.07,56,3,3,0,0,0,0,,0,2,0,1,43,2.33
7/7/2019,254.3063,85,2.9918,38.93,2,1010,5.84,59,2,2,0,0,0,0,,0,3,0,2,74,2.7
7/8/2019,215.6393,92,2.3439,28.07,8,1026,5.07,67,8,2,0,3,0,0,,0,4,0,1,58,1.72
7/9/2019,209.5851,77,2.7219,36.64,1,839,4.53,43,1,3,0,1,1,1,100,2,8,25,3,70,4.29
7/10/2019,224.6658,82,2.7398,35.73,1,710,6.2,59,1,3,0,1,0,0,,0,1,0,1,55,1.82
7/11/2019,199.7991,72,2.775,41.79,3,891,5.5,62,3,0,0,1,0,0,,0,7,0,0,42,0
7/12/2019,190.8729,81,2.3565,34.7,4,680,7.94,66,5,4,0,0,0,0,,0,2,0,0,57,0
7/13/2019,298.6414,159,1.8782,15.29,33,1979,4.3,107,50,4,0,0,0,0,,0,18,0,2,80,2.5
7/14/2019,482.1096,242,1.9922,18.25,57,2655,4.9,142,78,9,2,4,1,2,50,1,19,5.26,4,132,3.03
7/15/2019,336.0626,119,2.8241,33.32,-28,1365,5.86,81,5,2,1,0,0,0,,0,4,0,0,78,0
7/16/2019,883.421,262,3.3718,34.09,17,2348,6.77,178,18,8,1,2,0,1,0,1,12,8.33,5,154,3.25
7/17/2019,1031.3256,308,3.3485,33.75,16,3185,6.28,211,17,11,1,1,0,0,,0,8,0,3,159,1.89
7/18/2019,459.2948,150,3.062,33.63,5,1728,5.21,102,5,13,1,0,0,1,0,1,15,6.67,1,115,0.87
7/19/2019,356.735,133,2.6822,28.4,1,1647,4.49,85,1,5,0,1,0,3,0,3,24,12.5,1,79,1.27
7/20/2019,140.6414,70,2.0092,22.41,0,749,3.74,46,0,2,0,0,1,2,50,2,4,50,2,35,5.71
7/21/2019,184.6094,78,2.3668,33.38,1,749,6.54,58,1,0,0,0,0,0,,0,7,0,0,51,0
7/22/2019,278.3794,100,2.7838,33.88,5,1090,6.7,59,7,10,0,0,0,1,0,1,6,16.67,0,69,0
7/23/2019,493.4705,241,2.0476,23.52,10,1353,5.32,176,14,8,7,2,0,0,,0,26,0,3,93,3.23
7/24/2019,532.1596,202,2.6345,31.67,10,1571,4.71,154,10,13,1,2,0,0,,0,10,0,1,106,0.94
7/25/2019,475.4516,172,2.7642,31.35,22,2017,4.81,93,25,4,0,1,0,1,0,1,17,5.88,6,92,6.52
7/26/2019,358.6601,132,2.7171,29.26,7,1191,5.96,86,7,4,0,1,2,3,66.67,1,10,10,8,92,8.7
7/27/2019,250.0454,85,2.9417,32.91,3,834,7.19,57,4,1,1,0,0,0,,0,3,0,1,58,1.72
7/28/2019,245.834,86,2.8585,39.33,1,734,6.95,72,2,5,0,0,0,0,,0,6,0,2,75,2.67
7/29/2019,460.8925,145,3.1786,36.34,4,1089,7.25,111,5,9,2,2,0,2,0,2,11,18.18,8,76,10.53
7/30/2019,1139.6423,440,2.5901,22.92,20,2625,5.52,323,20,21,5,4,2,2,100,2,31,6.45,1,154,0.65
7/31/2019,566.3358,208,2.7228,27.63,26,1519,4.67,153,26,8,5,3,1,2,50,1,20,5,2,104,1.92
8/1/2019,453.8153,156,2.9091,34.89,26,1548,4.84,110,27,8,0,0,0,0,,0,13,0,3,95,3.16
8/2/2019,453.2597,161,2.8153,30.07,11,1633,6.67,96,11,15,0,0,0,0,,0,19,0,4,82,4.88
8/3/2019,490.5072,148,3.3142,32.25,8,1310,6.11,117,9,6,0,2,0,2,0,2,16,12.5,1,82,1.22
8/4/2019,451.8401,145,3.1161,35.34,6,1732,5.31,97,7,4,1,1,1,2,50,1,24,4.17,1,103,0.97
8/5/2019,589.9234,201,2.935,33.5,15,2624,4.38,139,16,14,0,1,0,0,,0,31,0,1,142,0.7
8/6/2019,788.6765,449,1.7565,16.32,22,2788,4.02,328,26,13,4,1,0,2,0,2,25,8,4,169,2.37
8/7/2019,945.7572,355,2.6641,25.89,9,2638,3.94,273,9,20,1,5,1,6,16.67,4,58,6.9,4,162,2.47
8/8/2019,931.238,325,2.8653,31.85,15,3007,5.55,217,15,24,0,4,1,12,8.33,9,94,9.57,10,189,5.29
8/9/2019,970.1851,399,2.4315,27.32,25,2543,4.68,309,27,19,3,1,3,10,30,7,75,9.33,5,173,2.89
8/10/2019,588.9609,249,2.3653,26.77,8,2336,4.2,173,8,13,2,2,1,7,14.29,3,33,9.09,3,120,2.5
8/11/2019,798.4494,254,3.1435,21.94,10,3037,4.97,164,11,20,1,2,1,1,100,0,59,0,3,119,2.52
8/12/2019,518.0157,180,2.8779,18.87,6,2405,3.87,132,6,3,1,2,0,7,0,4,36,11.11,1,91,1.1
8/13/2019,275.0085,136,2.0221,19.14,7,1634,4.59,100,7,9,1,0,0,0,,0,12,0,0,51,0
8/14/2019,658.7155,228,2.8891,28.36,39,1966,5.54,153,40,6,0,1,0,0,,0,20,0,5,161,3.11
8/15/2019,313.2972,127,2.4669,23.87,11,1304,5.52,89,11,4,1,1,0,0,,0,18,0,1,79,1.27
8/16/2019,245.2294,120,2.0436,19.31,7,1322,5.3,94,7,3,0,0,0,0,,0,10,0,1,70,1.43
8/17/2019,281.0964,109,2.5789,27.79,5,1195,6.28,87,5,5,0,1,0,0,,0,13,0,1,54,1.85
8/18/2019,520.487,183,2.8442,35.37,6,2064,6.1,126,6,10,1,3,0,0,,0,11,0,2,116,1.72
8/19/2019,825.0912,269,3.0673,36.34,18,2267,5.25,202,18,9,4,1,0,3,0,2,21,9.52,5,172,2.91
8/20/2019,441.4105,158,2.7937,31.4,8,1585,5.68,119,9,5,1,1,0,0,,0,17,0,2,101,1.98
8/21/2019,411.5093,139,2.9605,26.6,10,1331,6.24,113,10,3,1,0,0,0,,0,11,0,0,69,0
8/22/2019,404.2234,136,2.9722,29.99,5,1357,6.41,95,5,13,3,2,1,1,100,1,21,4.76,0,87,0
8/23/2019,339.4749,137,2.4779,23.05,6,1263,6.57,97,6,12,0,1,1,2,50,1,16,6.25,6,66,9.09
8/24/2019,369.497,140,2.6393,27.46,5,1208,7.2,101,5,4,2,0,0,4,0,3,19,15.79,3,72,4.17
8/25/2019,343.2187,110,3.1202,34.63,3,1183,5.16,76,4,2,0,0,0,2,0,1,16,6.25,1,79,1.27
8/26/2019,411.7949,205,2.0088,29.18,5,2199,5,156,7,15,3,9,1,3,33.33,1,11,9.09,0,78,0
8/27/2019,349.7098,174,2.0098,25.44,8,1637,6.05,116,8,15,0,0,2,2,100,2,15,13.33,0,75,0
8/28/2019,509.2001,166,3.0675,32.27,9,1310,8.47,123,10,2,1,1,1,2,50,1,18,5.56,1,100,1
8/29/2019,293.0976,118,2.4839,29.98,3,1093,6.13,99,4,2,1,0,0,0,,0,8,0,2,68,2.94
8/30/2019,241.509,87,2.776,33.63,5,1046,5.74,71,5,2,0,1,1,4,25,3,18,16.67,0,51,0
8/31/2019,396.9008,119,3.3353,34.88,1,1196,7.02,82,2,5,0,1,1,3,33.33,2,17,11.76,1,78,1.28
9/1/2019,534.3536,137,3.9004,41.92,5,1373,7.57,93,5,7,0,3,2,6,33.33,5,23,21.74,2,106,1.89
9/2/2019,535.1742,170,3.1481,31.94,4,1381,7.53,111,5,10,2,0,1,4,25,3,28,10.71,4,95,4.21
9/3/2019,681.1168,225,3.0272,27.47,9,2127,6.44,117,9,13,1,1,1,2,50,2,40,5,1,115,0.87
9/4/2019,371.2231,154,2.4105,20.57,2,1560,6.15,109,2,4,1,1,0,0,,0,16,0,2,59,3.39
9/5/2019,482.5686,148,3.2606,32.78,7,1443,6.31,101,7,6,0,1,0,0,,0,16,0,3,77,3.9
9/6/2019,329.7647,112,2.9443,25.9,4,1073,6.34,98,4,1,2,1,0,0,,0,14,0,0,57,0
9/7/2019,455.0308,137,3.3214,29.75,4,1130,6.46,95,4,5,0,1,0,1,0,1,17,5.88,2,86,2.33
9/8/2019,568.2444,157,3.6194,31.89,3,1409,6.46,114,3,6,1,0,1,3,33.33,2,27,7.41,2,119,1.68
9/9/2019,469.1316,132,3.554,33.95,5,1617,5.38,95,6,0,0,0,2,6,33.33,4,23,17.39,4,88,4.55
9/10/2019,575.2242,203,2.8336,28.03,5,1571,8.85,132,6,5,0,1,0,1,0,0,31,0,5,145,3.45
9/11/2019,572.5456,158,3.6237,37,8,1295,7.34,109,8,6,1,0,0,0,,0,25,0,2,116,1.72
9/12/2019,638.7364,191,3.3442,36.58,4,1459,7.81,122,5,8,2,2,0,6,0,2,37,5.41,3,120,2.5
9/13/2019,863.9549,399,2.1653,30.45,10,2560,5.66,321,13,16,4,0,1,6,16.67,3,107,2.8,3,186,1.61
9/14/2019,582.3698,214,2.7214,33.24,10,1540,6.43,165,10,7,3,1,1,3,33.33,2,41,4.88,2,98,2.04
9/15/2019,447.8639,177,2.5303,26.55,3,1658,7,137,4,2,4,0,1,4,25,1,20,5,1,94,1.06
9/16/2019,328.4754,125,2.6278,28.38,0,1321,4.92,93,1,1,0,0,1,1,100,1,16,6.25,1,49,2.04
9/17/2019,453.8665,133,3.4125,36.78,5,1284,6,99,6,4,2,0,1,3,33.33,2,17,11.76,4,102,3.92
9/18/2019,485.4969,150,3.2367,35.55,3,1328,6.7,94,3,4,1,2,0,2,0,1,25,4,4,121,3.31
9/19/2019,346.3476,123,2.8158,28.16,3,1270,6.54,99,3,3,1,0,1,2,50,1,14,7.14,1,61,1.64
9/20/2019,354.4352,134,2.645,28.66,4,1229,7,110,4,2,0,0,0,0,,0,9,0,1,91,1.1
9/21/2019,439.4963,154,2.8539,31.53,2,1812,5.24,106,4,10,1,2,0,1,0,1,21,4.76,1,96,1.04
9/22/2019,584.8202,163,3.5878,35.01,2,1821,5.11,114,4,7,2,2,1,1,100,1,12,8.33,1,103,0.97
9/23/2019,643.8071,225,2.8614,30.59,4,2089,6.03,130,4,4,0,0,1,3,33.33,2,22,9.09,1,109,0.92
9/24/2019,627.3624,179,3.5048,33.82,3,1750,6.34,137,3,3,1,0,0,0,,0,31,0,6,126,4.76
9/25/2019,455.4559,171,2.6635,28.13,6,1603,6.61,116,6,6,1,1,1,1,100,1,14,7.14,1,79,1.27
9/26/2019,490.8707,145,3.3853,34.4,4,1345,6.25,119,5,2,1,0,1,2,50,1,17,5.88,4,90,4.44
9/27/2019,394.3887,123,3.2064,33.6,7,1359,5.67,97,7,4,4,2,2,2,100,2,18,11.11,0,72,0
9/28/2019,663.1669,220,3.0144,30.09,7,1919,5.78,155,9,9,3,3,0,1,0,1,8,12.5,6,116,5.17
9/29/2019,696.9981,247,2.8218,25.99,6,2138,6.27,175,7,13,2,1,5,10,50,7,23,30.43,5,114,4.39
9/30/2019,667.9393,193,3.4608,34.28,6,1640,6.83,144,6,5,0,1,1,3,33.33,2,17,11.76,6,119,5.04
10/1/2019,557.6753,183,3.0474,30.76,4,1493,7.3,133,4,8,1,1,0,3,0,2,24,8.33,4,105,3.81
10/2/2019,608.4328,172,3.5374,32.16,2,1405,7.4,126,2,4,2,0,3,5,60,2,21,9.52,2,80,2.5
10/3/2019,376.2239,143,2.6309,25.09,2,1388,6.7,109,4,0,0,0,0,1,0,1,15,6.67,4,51,7.84
10/4/2019,496.1502,164,3.0253,30.92,2,1336,5.91,106,2,6,4,0,0,3,0,2,22,9.09,2,119,1.68
10/5/2019,500.7945,177,2.8293,24.94,5,1238,8.89,118,5,7,1,0,1,3,33.33,3,12,25,8,82,9.76
10/6/2019,385.1101,127,3.0324,30.86,2,1352,6.43,104,2,2,1,1,1,3,33.33,2,15,13.33,0,60,0
10/7/2019,484.634,154,3.147,29.96,6,1338,7.62,120,7,8,3,1,0,1,0,0,19,0,2,92,2.17
10/8/2019,538.9713,159,3.3897,32.32,6,1262,8.95,121,6,5,0,4,1,6,16.67,3,20,15,0,78,0
10/9/2019,562.4173,155,3.6285,36.23,3,1411,6.8,115,3,5,0,0,1,3,33.33,2,14,14.29,3,90,3.33
10/10/2019,349.8058,139,2.5166,26.46,-1,1576,5.58,109,0,3,0,1,0,0,,0,8,0,3,68,4.41
10/11/2019,383.2685,133,2.8817,31.89,5,1332,6.76,104,6,3,3,1,1,4,25,2,15,13.33,2,95,2.11
10/12/2019,869.0454,294,2.9559,28.42,22,2733,6.92,208,24,10,3,0,2,5,40,4,22,18.18,3,125,2.4
10/13/2019,562.1281,192,2.9278,29.3,3,1910,6.65,145,4,8,2,0,3,6,50,3,28,10.71,1,100,1
10/14/2019,580.9577,169,3.4376,33.1,2,1696,6.72,122,3,10,1,1,0,0,,0,22,0,3,108,2.78
10/15/2019,641.5622,196,3.2733,31.1,10,1779,6.58,135,10,5,1,0,1,3,33.33,2,23,8.7,6,123,4.88
10/16/2019,769.8792,243,3.1682,35.24,7,2553,6.19,179,9,12,3,3,1,1,100,1,47,2.13,3,126,2.38
10/17/2019,576.9285,225,2.5641,26.08,7,2742,5.8,0,7,7,1,,0,0,,0,0,,0,0,
